# Sara Hoxha and Rafael Ignacio Urbina Hincapie
# ML-CUP-23
# team Nexus
# 31 Jan 2024
id,X,Y,Z
1,9.849357604980469,9.113719940185547,19.318605422973633
2,9.822521209716797,-37.506694793701165,33.951087951660156
3,9.924720764160156,5.300265789031982,19.4536075592041
4,-13.494665145874023,9.701763153076174,24.863506317138672
5,-48.42276763916016,6.8299174308776855,30.59037208557129
6,9.59540557861328,8.885698318481445,13.438882827758787
7,9.760723114013674,8.326284408569336,13.484148025512695
8,8.702068328857422,8.998218536376953,7.194993019104004
9,4.672726631164551,8.899904251098633,6.298189163208008
10,-38.26180648803711,8.985345840454102,23.785503387451172
11,5.690934181213379,8.98345947265625,12.536969184875488
12,9.337293624877928,-48.354862213134766,13.888444900512695
13,-10.425094604492188,-63.94969940185547,17.599227905273438
14,-23.30384063720703,-51.862934112548835,8.772871971130371
15,-69.69478607177734,-4.969320297241211,6.130206108093262
16,9.647588729858398,-17.066246032714844,6.883000373840332
17,-6.909209251403809,-68.06717681884766,8.342100143432617
18,10.617389678955078,-30.134687423706055,33.51569747924805
19,9.748098373413084,6.687046527862549,13.50747776031494
20,8.36221694946289,-55.89610290527344,14.167787551879883
21,7.643189907073975,-59.27969741821289,2.533125400543213
22,8.048681259155273,-27.14491271972656,19.18891143798828
23,-46.99308395385742,8.616321563720703,23.763826370239254
24,-69.17829895019531,-1.706644296646118,17.322790145874023
25,6.837314128875732,-62.79399108886719,2.916410446166992
26,9.907424926757812,-7.398106575012206,7.640236854553223
27,8.770633697509766,-54.73532485961913,1.9498012065887451
28,6.581512928009033,-66.96691131591797,28.860498428344727
29,9.797111511230469,-6.471185684204102,7.6705217361450195
30,10.276226043701172,8.337211608886719,26.27671241760254
31,9.839899063110352,-6.770309925079346,20.220422744750977
32,4.4545440673828125,8.884061813354492,6.258096694946289
33,5.838386058807373,9.044424057006836,0.6802971363067627
34,-6.127851963043213,-70.36235046386719,15.704893112182615
35,-62.5394401550293,-12.331724166870115,31.298511505126953
36,-10.917818069458008,-66.57331085205078,27.97887802124023
37,5.698004722595215,-62.22161102294922,33.710899353027344
38,-56.47148895263672,-20.768049240112305,17.021066665649414
39,2.230113983154297,-70.88836669921875,33.58050537109375
40,7.31323480606079,-61.45915985107422,8.365073204040527
41,-69.6406021118164,5.322512626647949,12.433246612548828
42,-0.10137140750885008,8.499116897583008,17.423755645751953
43,4.132140636444092,-68.79618072509766,9.002764701843262
44,7.941911220550538,9.504474639892578,18.74095916748047
45,7.027121067047119,-61.361328125,14.530117988586424
46,9.004993438720703,9.460145950317383,32.300575256347656
47,-0.5058735609054565,-69.91768646240234,9.777950286865234
48,1.6198320388793943,8.683732986450195,12.068307876586914
49,6.52020788192749,8.994283676147461,0.6740288734436035
50,9.999713897705078,-51.70027542114258,28.298118591308594
51,-71.29664611816406,2.3715295791625977,23.496227264404297
52,-38.44933319091797,-33.607303619384766,18.30552864074707
53,-52.60142517089844,-21.630578994750977,4.388782501220703
54,-66.66905212402344,4.7377824783325195,16.498220443725582
55,-1.75266432762146,8.541471481323242,17.504638671875
56,4.5526814460754395,8.890779495239258,6.275360107421875
57,10.157196044921877,-38.09079360961913,8.25728988647461
58,9.563467025756836,-0.3847074508666992,1.6053848266601562
59,5.377881050109863,-67.20209503173828,8.623125076293945
60,-45.85087966918945,8.222867965698242,10.744999885559082
61,5.546432971954346,-63.04859924316406,33.725799560546875
62,6.540856838226318,-63.96569061279297,3.032984972000122
63,8.763011932373047,-37.87957382202149,20.28561210632324
64,10.069976806640623,5.816931247711182,1.1335393190383911
65,-39.58329391479492,-35.140262603759766,4.618781566619873
66,-29.6382999420166,-45.17760467529297,9.29251194000244
67,5.801539421081543,-65.53956604003906,14.742575645446776
68,-35.991519927978516,-41.14963150024414,22.981821060180664
69,9.702693939208984,1.635331630706787,1.371045470237732
70,-38.04626464843751,8.996219635009766,23.823223114013672
71,-58.46083450317382,7.032250881195068,17.323389053344727
72,9.921270370483398,-14.442419052124023,18.95182228088379
73,8.547548294067383,-50.088226318359375,8.496991157531738
74,-3.542962312698364,9.338497161865234,24.63878631591797
75,7.924525737762451,9.0323429107666,7.023393630981445
76,-70.1330795288086,6.072261333465576,19.84396743774414
77,10.768457412719727,-6.756682395935059,26.765886306762695
78,-23.430152893066406,-51.70983886718751,8.803275108337402
79,9.639747619628906,-9.537690162658693,13.349846839904783
80,8.515043258666992,-22.332305908203125,3.7836756706237793
81,-62.22197341918945,6.1135687828063965,16.925268173217773
82,-61.268585205078125,-13.140060424804688,4.360453128814697
83,9.714086532592773,4.098338603973389,8.18748950958252
84,9.627254486083984,8.479780197143555,7.52719497680664
85,9.961629867553711,8.394460678100586,19.330825805664062
86,-67.80977630615234,2.240967273712158,28.870229721069336
87,-30.667442321777344,-41.92742156982422,17.817834854125977
88,7.690408229827882,8.920135498046875,0.6967324018478394
89,10.62226104736328,-3.9160523414611816,26.92237091064453
90,-17.20693588256836,-60.191993713378906,4.181844234466553
91,-18.573511123657223,9.853525161743164,24.964344024658203
92,9.741664886474608,-47.24952316284179,20.130775451660156
93,-63.87874221801758,-10.564444541931152,4.722991943359375
94,-56.52459335327149,7.861273288726807,4.956174850463867
95,-37.54151535034179,8.949573516845703,16.648550033569336
96,-1.445587158203125,9.3128662109375,24.71089744567871
97,4.9906792640686035,-67.48990631103516,20.831655502319336
98,9.94211196899414,-7.985789775848389,2.10343074798584
99,-66.33124542236328,4.916537761688232,16.59955406188965
100,3.435609817504883,-71.63627624511719,28.731872558593754
101,9.697410583496092,9.37421417236328,32.287200927734375
102,8.707059860229492,-16.03537940979004,3.0975732803344727
103,9.444902420043944,3.065742015838623,13.600852012634276
104,-7.008917331695557,-68.27490234375,27.84576988220215
105,2.3661699295043945,-71.44813537597656,15.521340370178223
106,10.292413711547852,-33.782623291015625,3.788799285888672
107,10.060962677001951,5.782731533050537,1.1347094774246216
108,-49.56562423706055,-24.520339965820312,23.184576034545895
109,-70.92102813720703,-3.648372650146484,5.994297504425049
110,-9.832125663757324,8.932435989379883,5.57709264755249
111,-64.6971435546875,3.1079373359680176,29.220273971557617
112,9.746171951293944,-14.152339935302734,7.152218818664551
113,9.752584457397461,6.694626331329346,13.508292198181152
114,-71.19564819335938,-0.8618155717849731,5.529346466064453
115,5.547170639038086,9.06962776184082,0.6836565732955933
116,-62.11772918701172,-12.418109893798828,4.419997215270996
117,-0.7382168769836426,8.19542121887207,5.916914939880371
118,9.506486892700197,-0.8492807149887085,8.104125022888184
119,-24.76877212524414,-49.119529724121094,22.37297248840332
120,9.59416389465332,-0.05169343948364258,1.577881097793579
121,-53.61564254760742,7.567481517791747,23.988954544067383
122,9.19598388671875,-43.83190917968751,13.929713249206541
123,-7.8243303298950195,9.496408462524414,17.785667419433594
124,-67.59983825683594,4.930482864379883,24.16724395751953
125,2.7456369400024414,-71.03181457519531,15.48334789276123
126,7.058627605438232,-66.04491424560547,28.80814552307129
127,-9.86938190460205,9.647829055786133,17.862823486328125
128,9.401191711425781,2.0920629501342773,8.118077278137207
129,7.393572330474853,-60.37005233764648,2.660141706466675
130,9.79242706298828,2.352430820465088,1.313839554786682
131,9.537490844726562,-16.387203216552734,18.674058914184567
132,-66.87451171875,-5.602749824523926,15.62710666656494
133,9.067399978637695,9.631359100341797,19.09804916381836
134,4.092155933380127,9.088623046875,32.078147888183594
135,-25.701387405395508,-49.29376220703125,8.854596138000488
136,10.197994232177734,9.192996978759766,32.30276107788086
137,-45.17167282104492,8.817766189575195,23.732164382934567
138,-69.56549072265625,-5.107048034667969,6.1085615158081055
139,-58.39677047729492,7.677917003631592,4.947624206542969
140,-6.233456134796143,-66.1025390625,34.24098205566406
141,-50.40971755981445,7.313618183135985,4.817142486572266
142,8.125226974487305,9.252887725830078,12.952113151550291
143,10.091663360595703,-10.365205764770508,7.568072319030762
144,-69.39470672607422,-3.3589508533477783,22.237266540527344
145,8.974014282226562,-53.71649932861328,1.8262872695922852
146,-62.14596176147461,-12.414567947387695,4.420144081115723
147,9.583158493041992,8.578968048095703,7.49751377105713
148,-29.51460647583008,8.416362762451172,31.737024307250977
149,-54.750274658203125,8.559713363647461,10.187265396118164
150,-71.46812438964844,-3.1340579986572266,12.841076850891112
151,-65.97294616699219,-8.388494491577148,22.886825561523438
152,10.287992477416992,6.889377117156982,26.454954147338867
153,9.091934204101562,9.450908660888672,32.298362731933594
154,5.962683200836182,9.008918762207031,6.584733009338379
155,5.938233375549316,-60.79796600341797,33.707950592041016
156,10.709903717041016,-15.677539825439451,33.34248352050781
157,5.527341365814209,8.964229583740234,12.516878128051756
158,8.513242721557617,9.606624603271484,18.92394256591797
159,4.5177693367004395,8.891254425048828,6.268648624420166
160,-61.8993034362793,-12.447906494140623,11.3447208404541
