,X,Y,Z
0,9.876895018894631,7.564427315896541,20.046601385056896
1,8.550642467153995,-36.85566183760167,35.200612263708756
2,8.878801248318798,4.6500917972786,20.720536993424616
3,-15.540628657209693,12.069793733273169,24.323232876116958
4,-42.82090128124211,4.937083071058705,31.792960018810216
5,12.900513218775272,7.1830534584151735,14.023181823818005
6,12.912062333705753,6.488537033556934,14.279357180477355
7,13.279523617852893,7.767469685434673,6.580120973897795
8,7.012775095682816,10.242890784997531,5.368575096652002
9,-35.100483351841305,8.11591836040332,24.99299102505957
10,7.247746130729267,9.150443473309146,11.962143079081741
11,20.206051608640713,-53.539463250050446,16.200237988455463
12,-12.241829121178453,-61.675861611543624,16.29138889827199
13,-26.509788541720106,-55.44658218123878,7.26664890473681
14,-61.77196739689249,-7.539887191616231,8.706506360386188
15,14.000882389999033,-13.869910218628185,9.282374047376006
16,-4.845407452469159,-64.52671725536462,9.606259431583451
17,8.86275097271649,-30.866250693598914,34.51693349106647
18,12.201953120291309,4.882203126012538,14.674188985519764
19,17.758780004744438,-59.76293273322871,16.176088991106617
20,10.337821306939178,-59.62437111104107,-0.018465583553950893
21,11.845182251353878,-28.564860670542863,20.570497925100945
22,-43.31452000133214,5.189769402123257,24.795698882994092
23,-64.28913100108242,6.798859009251544,20.10792997080189
24,11.70153151260148,-62.70960607711136,1.1246614330130118
25,13.533607054021425,-5.10005351869754,10.196066919008349
26,6.887711845268473,-54.47883347674774,-1.4032047118232285
27,3.3891602264045915,-61.69861060317295,26.416288012874844
28,13.416682756085534,-4.464210912568284,10.126651138935431
29,8.180249314367462,7.823215178213456,26.32664884709992
30,7.508564084419493,-3.4702237693946634,21.611046382250585
31,6.690897214953646,10.33976156150911,5.330983822225484
32,6.55833590649879,10.003700873224492,-1.0200148233750745
33,-15.08771916394377,-70.42347791050209,15.654949535397812
34,-50.0007945408807,-19.07210492762722,34.82966456730251
35,-21.52382764695475,-63.63288928655531,23.409475596454797
36,4.429198386027545,-52.27577019774333,33.94950179833197
37,-49.799672701396716,-20.902674846489397,19.47624306055254
38,-3.805534887260858,-59.24647760714039,32.176300195031786
39,12.67906346108905,-65.44025256420747,12.336973732826738
40,-68.39047834259915,8.886104957311662,14.731814572622726
41,-3.2366840007672573,10.512348571437862,16.58063164861313
42,3.6378238467592485,-70.21253773924082,12.582780132734769
43,7.356076475398224,8.48815278038451,18.86299693753611
44,11.729372703306552,-65.08728236708038,16.311383228880835
45,5.184096317385542,9.900413618774667,31.73279334843133
46,-4.007799400063361,-70.0688419432452,12.718548176462635
47,1.4708126528331977,10.662207685721988,11.177290677275309
48,7.452423877818418,9.534246554474631,-1.0259123637494927
49,14.170613452500172,-50.825182282126036,28.095342961774044
50,-67.29484031290198,2.917879718085313,22.566816522286675
51,-39.47889917468075,-31.9360267552272,19.53409015688237
52,-55.76028296268699,-25.28104125567898,2.562960971018069
53,-69.17793690612659,4.435078109059617,15.687778098971005
54,-5.0076700206588445,10.954132851430906,16.694882102938525
55,6.835495524253146,10.296037603436755,5.346996875450131
56,17.772445535083,-40.80273908890625,10.542063315619112
57,16.943760692572972,-2.8828617723654375,1.576640430779138
58,6.2824957021289745,-69.47800647345886,12.452670863645107
59,-48.607349210821084,4.6613438149528825,11.925613747026151
60,4.0040466074336925,-52.738801504745055,33.9378241384654
61,11.723220370138662,-63.490222013757204,1.5285090900192584
62,15.049459109672933,-41.16617436197831,21.33970788810884
63,15.328179074700875,2.826549480590307,0.21230196492598097
