id,A,B,C,D,E,F,G,H,I,J,X,Y,Z
522,0.0017932389530821,0.8748469832582804,0.000671493700136,0.999115893218136,0.9816742689564996,0.8971286769182858,0.9549781182701256,0.6889371821648996,0.7056404694456342,0.7749136778354273,7.277582,-13.466392,7.9184213
738,0.94010453261204,0.9727191012384212,0.2294471462456115,0.9997771088289727,0.9552791021839374,0.7189326104362812,0.1482496750713535,0.9995664073813127,0.0100847095345396,0.0328601625945115,-44.497875,8.881279,30.708668
741,0.9866867211248648,0.0171527534397081,0.6812630241283861,0.820224343309684,0.9951862767539408,0.9996719997769888,0.4559274877221647,0.9187350289480826,0.1009500236938769,0.1157222488517493,-34.65409,-44.611095,29.023764
661,1.0,0.7478185408299465,0.9983309497443964,0.8546662572728811,0.1551280102504914,0.5532692674740306,0.2601589831745038,0.9952613912731096,0.0407348636434852,0.0039670703139713,-75.83564,5.93795,17.395266
412,0.3882733674584465,0.0004094807159329,0.998352069360824,0.0076683752570548,0.974430776242876,0.9981915611173816,0.9760963970097648,0.0113706914350681,0.3644141819323123,0.6136650814177047,-3.5484922,-74.97491,3.2474368
679,0.0239138402414643,0.971712101292324,0.001554078466932,0.9996940207905493,0.9976355453707056,0.8577217014841534,0.4601702469064295,0.9753524805851548,0.0705557472514039,0.6298772431604738,6.4742556,3.0335433,26.464891
627,0.0018425408865063,0.994565713990294,0.0001777150661963,0.99986395585034,0.9799029928672798,0.3621817288168615,0.8649963396518999,0.8687364013936434,0.5252936111402846,0.8260635730046098,6.1020427,2.1245337,7.6720147
514,0.0037924448666113,0.9986186913970176,8.420321004654063e-05,0.9998380283781088,0.6473946965894313,0.0177165157805997,0.6982764625744876,0.7832027890498079,0.8898848970802601,0.7569686253878318,5.9917655,12.423017,1.0988342
860,0.9713447753026844,0.0212259694333215,0.9969279215767586,0.0049687147507755,0.0785019711814474,0.8776369360519427,0.8191123390246371,0.8962399098954428,0.8706693097399911,0.0023206413335624,-47.43341,-27.658312,4.086577
137,0.0119785378923523,0.0084659762302806,0.983555420863784,0.0016786486625498,0.7228704421715718,0.9948780604297534,0.8699296737389228,0.0007777859367607,0.9218423921184208,0.8535815054388358,11.7549925,-57.971935,2.5716991
812,0.0108684235256313,0.0400006903161567,0.9522043812344,0.0407078832589435,0.3238033506517074,0.9815221390034914,0.7343334177703419,0.0123480029063788,0.9980419256543972,0.175197897117287,0.45273152,-43.40094,2.5593426
77,0.0071655980618584,0.9974936714339562,0.0004090499358066,0.9999289547218442,0.9789795692331864,0.2698640159854029,0.7003022698632803,0.9670516894053514,0.3845382843729082,0.5768156195177183,3.4889078,7.583338,13.649485
637,0.001381605348534,0.9701604078335756,0.0002695503651178,0.9995188952310088,0.98614261976238,0.7650028509779792,0.928602109099352,0.7935760732048437,0.6608483066245933,0.8035316033645841,6.778073,-5.7361026,7.8466415
974,0.9879301909649076,0.1977916395399468,0.8138799770697018,0.9137581798922502,0.9585985966007996,0.998019575258265,0.2904755746165037,0.9951745014441232,0.0503368743669521,0.0135334324786587,-53.299706,-25.664661,29.245594
939,0.0034320151990102,0.9919475471934792,0.000302050552104,0.9984323439429952,0.9730376283407198,0.2589791369979961,0.2859478926780511,0.6836970898443937,0.4599933926542803,0.9782644719912946,14.470308,8.633903,13.456416
900,0.7564622183892957,0.0051185740733281,0.261306257784887,0.9050376898353958,0.997596925255959,0.9998512851482436,0.1481625612400236,0.2355453682917591,0.0072745316699378,0.9685620704102802,8.405492,-64.26783,34.21103
281,0.0009459264152376,0.9898860667749132,6.681205670855395e-05,0.9991388675612906,0.9356729017973782,0.1406956056875927,0.7724702102851151,0.4156063489531997,0.846969862543105,0.9634660489622204,11.317599,3.3571777,0.95546794
884,0.0859140997648397,0.0013175620638308,0.9942034560250426,0.0,0.9289801604602989,0.9975654093728056,0.8742132748271367,0.0,0.5340924404531197,0.9396725287333604,12.276869,-69.94165,2.9628177
762,0.993188570009934,0.1977996397932298,0.9923984144573084,0.036812726028245,0.0896839844441464,0.8331194989712466,0.0625980807439512,0.9858819931235469,0.8225388371456388,0.0004695245807131,-53.788757,-14.7509985,16.784218
320,0.0138747152782062,0.4960244792721804,0.001205519716851,0.9983057347904692,0.9979640356925698,0.990867496998711,0.8375749536969992,0.8450742628289349,0.1618683738546398,0.840019557489176,9.373764,-23.015434,20.904217
550,0.9120860186098532,0.992818257289348,0.0932988382934779,0.9999421487019216,0.9384248181863172,0.3274110568170641,0.1819508928524625,0.9997137900024052,0.0239299042046275,0.026014422793306,-39.656914,13.589695,24.379898
175,0.995846129416574,0.0875163586894773,0.9982868587916172,0.0328326137809099,0.0477585798588613,0.7300813698374277,0.3908875592705053,0.9789720302607215,0.5099276792386847,0.0008033114961152,-61.538956,-16.83728,10.533829
372,0.4777490679244248,0.0060223822740436,0.915025668716746,0.6988981284789737,0.993661515897744,0.999911470540806,0.9626207357441808,0.0617967656567237,0.2130858360444483,0.576545683117277,-3.6532438,-69.49656,9.490307
528,0.0100922959722697,0.9985219168867364,0.0004920069883909,0.999907932447062,0.9579934019054251,0.156087892754673,0.5818749827677278,0.9725039547970528,0.4954023011671525,0.5290241865006352,2.9766681,10.383119,13.208262
211,0.9963043320758004,0.8711641114949764,0.8953939893221322,0.9941910049049772,0.7044656858717318,0.9256944941894562,0.2460753030331901,0.99926609224978,0.0115932889055839,0.0131647430290863,-65.40828,-0.610249,29.721237
236,0.036105002106594,0.6067160197632807,0.0017324291234805,0.998281028612297,0.9992738117475892,0.9888420857093264,0.4943080898021685,0.9246076383507772,0.0450997426639371,0.8499237802079799,10.007247,-15.530985,27.182198
102,0.4962324043088888,0.0045821513297252,0.8904106857051501,0.7697572994393399,0.9943081796913916,1.0,0.8680527813841332,0.0360725526816234,0.0297393855836912,0.9262004522945976,3.3014743,-70.90951,15.692393
987,0.0982924888504429,0.1388777843837059,0.0049417900581507,0.9968274684490191,0.9996489699323572,0.9981490399342076,0.6133153534420518,0.8794647181813273,0.0391175020830254,0.8384064166750025,9.340111,-32.600887,27.397417
903,0.041554122073339,0.9925031264609104,0.0026818609795242,0.9983825161464585,0.980456068812684,0.5191570765344088,0.0019701776498527,0.9646369365572514,0.0669888034657979,0.8588583260372452,11.728419,14.028704,32.33819
948,0.9985947697656016,0.9170778005344992,0.9473440168064102,0.9957555526684964,0.3659833081332756,0.8049580472231264,0.3653959824592517,0.9991906728599692,0.0085823941784058,0.0083501546951728,-70.05336,4.827439,23.840908
347,0.9997188288213096,0.735856108256001,0.995708589030206,0.821719277311854,0.0696238981209541,0.5953484387553344,0.0947152318566504,0.9962307335441024,0.359237862319079,0.001029675049863,-69.73148,0.72755766,17.26215
140,0.8867008785379298,0.0039268870027593,0.5343119452925864,0.8977284150740441,0.9972886501110132,0.9999208236761364,0.2159969452227255,0.2318571462489009,0.0022438035625179,0.9561460219434345,3.5347548,-71.427666,34.678963
622,0.6286093113333258,0.99954976157542,0.0116835019286788,0.9999882675685504,0.8003362002259571,0.0287901908545896,0.7964649909777199,0.9994086963560368,0.3575098651904995,0.0125048990534724,-29.669224,11.231932,5.494561
500,0.1440288163544273,0.9994118786879064,0.0012698794958226,0.9999892185762188,0.9445171047298192,0.0868380158348174,0.4898820727311648,0.9968603053781534,0.4211253523065298,0.0797300112960492,-13.103687,12.676478,12.138286
